# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.9362,160.99,176.82,102.04,176.86,102.06,1.8579,-1.3109e-4,1.8579,-0.0040428,3.7737,1.9706,28.61,-80.6,9.7917,0.36449,0,0.79083,-0.0046249,16410,2748.8,11.797,0.049679,200.14,173.03,1.7181,0.52073,3.343e7,2019.9,184.52,0.49971,0.49991,0.27514,0.06932,0.15525,0.04628,0.079269,-2.3431e-5,0,0,0,0,2.1025e-5,0.022646,15.776,195.47,88.446,-0.0040916,NaN,13.954,994.37,339.75,0.05,0.016887
1.9862,169.96,181.92,101.71,181.96,101.73,2.0491,-1.5719e-4,2.0491,-0.0043954,3.8781,2.2606,28.61,-80.6,9.7917,0.2884,-6.0508e-7,1.8576,-0.0082799,16351,2690.2,11.762,0.049608,200.42,172.76,1.7533,0.5358,3.437e7,2019.3,195.89,0.50169,0.50181,0.27469,0.069675,0.15732,0.036503,0.063689,-2.4154e-4,0,0,0,0,1.0959e-4,0.023299,15.776,195.47,88.379,0.0050197,NaN,13.895,993.32,339.72,0.05,0.017066
2.0362,179.18,187.01,101.17,187.05,101.21,2.246,-1.7946e-4,2.246,-0.004578,4.0042,2.8015,28.61,-80.6,9.7916,0.16842,-8.4281e-7,2.6516,-0.016103,16292,2631,11.726,0.049537,200.84,172.49,1.7969,0.55083,35305170,2016,207.61,0.50371,0.50376,0.27423,0.07004,0.15944,0.021197,0.037833,-1.8106e-4,0,0,0,0,2.1132e-4,0.02395,15.776,195.47,88.265,0.015807,NaN,13.835,992.24,339.68,0.05,0.017235
2.0862,188.66,192.06,100.61,192.11,100.67,2.45,-1.9397e-4,2.45,-0.004536,4.1598,3.4018,28.61,-80.6,9.7916,0.058696,-5.4104e-7,3.0581,-0.043537,16232,2571.6,11.69,0.049466,201.24,172.21,1.8397,0.5658,36233872,2012.6,219.69,0.50579,0.50579,0.27376,0.070414,0.16162,0.0073505,0.013628,1.7726e-4,0,0,0,0,2.6646e-4,0.024598,15.776,195.47,88.12,0.021879,NaN,13.774,991.12,339.65,0.05,0.017492
2.1362,198.38,197.09,100.02,197.14,100.1,2.6625,-1.9812e-4,2.6625,-0.0042634,4.3459,4.026,28.61,-80.6,9.7916,0.042243,-5.7173e-7,-3.0872,-0.05886,16173,2512.2,11.653,0.049395,201.38,171.94,1.8664,0.5807,37155473,2009.3,232.11,0.50791,0.50791,0.27327,0.070798,0.16384,0.0052915,0.010514,1.3409e-4,0,0,0,0,-2.5787e-4,0.025242,15.776,195.47,87.965,0.023383,NaN,13.711,989.98,339.61,0.05,0.017695
2.1862,208.36,202.09,99.393,202.14,99.508,2.8852,-1.903e-4,2.8852,-0.0037792,4.5657,4.7762,28.61,-80.6,9.7915,0.17131,-7.8849e-7,-2.6334,-0.014999,16114,2452.8,11.616,0.049323,201.12,171.66,1.8677,0.59549,38068349,2005.9,244.86,0.51007,0.51011,0.27278,0.071189,0.1661,0.021642,0.041062,5.7217e-5,0,0,0,0,-1.7845e-4,0.025883,15.776,195.47,87.82,0.017054,NaN,13.646,988.81,339.57,0.05,0.017866
2.2362,218.59,207.05,98.747,207.11,98.895,3.1197,-1.7338e-4,3.1197,-0.0031843,4.822,5.4132,28.61,-80.6,9.7915,0.27635,-5.81e-7,-1.5831,-0.011282,16054,2393.4,11.579,0.049252,200.94,171.37,1.874,0.6102,38972675,2002.5,257.93,0.51227,0.51239,0.27228,0.071588,0.1684,0.035161,0.06573,-5.2845e-5,0,0,0,0,-6.1437e-5,0.026519,15.776,195.47,87.712,0.0063088,NaN,13.579,987.61,339.53,0.05,0.01804
2.2862,229.07,211.99,98.097,212.05,98.255,3.3677,-1.5314e-4,3.3677,-0.0026054,5.0995,5.5604,28.61,-80.6,9.7915,0.28388,1.0839e-6,-0.17353,-0.010849,15995,2334,11.542,0.049181,201.03,171.09,1.8977,0.62483,39869449,1999.2,271.3,0.51452,0.51464,0.27177,0.071996,0.17075,0.03618,0.068925,-1.6784e-4,0,0,0,0,-7.0419e-7,0.027152,15.776,195.47,87.668,-0.0066661,NaN,13.511,986.38,339.49,0.05,0.018262
2.3362,239.79,216.89,97.439,216.95,97.589,3.6296,-1.3663e-4,3.6296,-0.0021568,5.375,5.4135,28.61,-80.6,9.7914,0.25471,2.3906e-6,1.2177,-0.012726,15935,2274.5,11.504,0.049109,201.23,170.8,1.9283,0.63935,40756940,1995.8,284.94,0.5168,0.5169,0.27125,0.072412,0.17314,0.032451,0.062144,2.9539e-4,0,0,0,0,3.3125e-5,0.02778,15.776,195.47,87.694,-0.018872,NaN,13.441,985.13,339.44,0.05,0.018425
2.3862,250.76,221.75,96.773,221.82,96.897,3.905,-1.3143e-4,3.905,-0.0019284,5.6351,4.9036,28.61,-80.6,9.7914,0.17645,1.5028e-6,2.4243,-0.020885,15876,2215.1,11.466,0.049038,201.56,170.52,1.968,0.65378,41635391,1992.4,298.85,0.51912,0.51917,0.27072,0.072835,0.17557,0.022413,0.043521,-3.1641e-4,0,0,0,0,1.2561e-4,0.028404,15.776,195.47,87.787,-0.029647,NaN,13.37,983.84,339.4,0.05,0.018586
2.4362,261.96,226.59,96.097,226.66,96.18,4.1925,-1.4323e-4,4.1925,-0.0019574,5.8595,3.9996,28.61,-80.6,9.7914,0.040903,1.4462e-6,3.0704,-0.074529,15817,2155.7,11.428,0.048967,202.07,170.23,2.0185,0.66811,42505370,1989.1,313.07,0.52148,0.52148,0.27018,0.073265,0.17803,0.0051633,0.010596,-2.0141e-4,0,0,0,0,1.9297e-4,0.029024,15.776,195.47,87.927,-0.031476,NaN,13.297,982.53,339.36,0.05,0.01876
2.4862,273.41,231.39,95.398,231.46,95.44,4.49,-1.7127e-4,4.49,-0.0021856,6.0314,2.8287,28.61,-80.6,9.7913,0.13309,1.2951e-6,-2.7851,-0.023347,15757,2096.3,11.39,0.048895,201.94,169.93,2.0286,0.68237,43367204,1985.7,327.64,0.52388,0.5239,0.26964,0.073704,0.18053,0.016911,0.034022,1.2186e-4,0,0,0,0,-1.5225e-4,0.029639,15.776,195.47,88.078,-0.022993,NaN,13.223,981.18,339.31,0.05,0.018929
2.5362,285.1,236.15,94.659,236.23,94.682,4.7947,-2.0862e-4,4.7947,-0.002493,6.1511,2.0727,28.61,-80.6,9.7913,0.2264,7.7506e-7,-1.5187,-0.0088153,15698,2036.9,11.351,0.048824,201.81,169.64,2.0391,0.6965,44218740,1982.4,342.49,0.5263,0.52639,0.26909,0.074149,0.18306,0.028957,0.058936,-1.253e-4,0,0,0,0,-4.3466e-5,0.030249,15.776,195.47,88.188,-0.0079812,NaN,13.147,979.81,339.27,0.05,0.019092
2.5862,297.03,240.88,93.882,240.96,93.9,5.1047,-2.47e-4,5.1047,-0.0027723,6.2471,1.8269,28.61,-80.6,9.7913,0.24488,7.3888e-7,0.15737,-0.010072,15638,1977.4,11.312,0.048753,201.89,169.34,2.0631,0.71053,45060639,1979,357.59,0.52876,0.52886,0.26853,0.074601,0.18563,0.031398,0.064986,4.6166e-4,0,0,0,0,4.4858e-7,0.030854,15.776,195.47,88.223,0.0059948,NaN,13.069,978.41,339.22,0.05,0.019301
2.6362,309.19,245.56,93.069,245.64,93.093,5.4195,-2.7794e-4,5.4195,-0.0029385,6.3435,2.0974,28.61,-80.6,9.7912,0.19966,7.7543e-7,1.8245,-0.0079516,15579,1918,11.273,0.048681,202.15,169.04,2.0988,0.72446,45893140,1975.6,372.92,0.53125,0.53132,0.26797,0.075059,0.18823,0.025574,0.053252,1.0112e-4,0,0,0,0,5.8018e-5,0.031454,15.776,195.47,88.173,0.017368,NaN,12.99,976.99,339.17,0.05,0.0195
2.6862,321.58,250.21,92.218,250.29,92.263,5.7395,-2.9643e-4,5.7395,-0.0029591,6.4667,2.8868,28.61,-80.6,9.7912,0.09283,7.3727e-7,2.9839,-0.021654,15519,1858.6,11.233,0.04861,202.59,168.74,2.1458,0.73827,46715600,1972.3,388.5,0.53377,0.53379,0.26739,0.075524,0.19086,0.011838,0.024859,-3.0792e-4,0,0,0,0,1.4946e-4,0.032049,15.776,195.47,88.049,0.017201,NaN,12.91,975.53,339.12,0.05,0.019673
2.7362,334.21,254.81,91.143,254.89,91.235,6.067,-3.0201e-4,6.067,-0.0028522,6.6404,4.0879,28.61,-80.6,9.7912,0.065084,5.0069e-7,-3.1127,-0.024444,15460,1799.2,11.193,0.048539,202.81,168.43,2.1791,0.75196,47526811,1966.1,404.34,0.53632,0.53633,0.26682,0.075994,0.19351,0.0082994,0.017807,2.1835e-4,0,0,0,0,-1.5682e-4,0.032638,15.776,195.47,87.892,0.011418,NaN,12.828,974.05,339.07,0.05,0.019914
2.7862,347.06,259.35,89.758,259.44,89.901,6.4046,-2.9741e-4,6.4046,-0.0026607,6.8724,5.0607,28.61,-80.6,9.7911,0.18435,-1.2042e-6,-1.9554,-0.0078221,15402,1741,11.154,0.048469,202.62,168.13,2.1858,0.76549,48325526,1955.6,420.41,0.53888,0.53894,0.26624,0.076469,0.19618,0.0237,0.051809,2.4103e-4,0,0,0,0,-5.9735e-5,0.033221,15.776,195.47,87.761,0.0020036,NaN,12.744,972.55,339.02,0.05,0.020104
2.8362,360.14,263.83,88.367,263.93,88.533,6.7548,-2.9167e-4,6.7548,-0.002474,7.1385,5.4319,28.61,-80.6,9.7911,0.22686,-6.0437e-7,-0.017377,-0.0077581,15345,1684.2,11.116,0.048401,202.64,167.84,2.206,0.77883,49108528,1945,436.6,0.54146,0.54154,0.26565,0.076946,0.19885,0.02928,0.065083,2.7989e-4,0,0,0,0,0,0.033795,15.776,195.47,87.71,-0.0097576,NaN,12.659,971.01,338.97,0.05,0.020327
2.8862,373.44,268.24,86.998,268.34,87.136,7.1184,-2.9277e-4,7.1184,-0.0023565,7.4017,4.9081,28.61,-80.6,9.791,0.16475,-2.9122e-6,1.9463,-0.013675,15288,1627.6,11.077,0.048333,202.96,167.54,2.2451,0.79197,49876100,1934.4,452.83,0.54403,0.54408,0.26507,0.077426,0.20154,0.021224,0.047474,1.345e-4,0,0,0,0,5.5325e-5,0.034361,15.776,195.47,87.76,-0.018737,NaN,12.573,969.45,338.92,0.05,0.020904
2.9362,386.97,272.58,85.637,272.68,85.719,7.4942,-3.0843e-4,7.4942,-0.0023581,7.62,3.7283,28.61,-80.6,9.791,0.033756,-3.3844e-6,2.9664,-0.051372,15232,1571,11.038,0.048265,203.48,167.25,2.297,0.80491,50628053,1923.9,469.16,0.54662,0.54662,0.26449,0.077907,0.20422,0.0043241,0.0097553,4.4603e-4,0,0,0,0,1.2446e-4,0.034917,15.776,195.47,87.888,-0.020092,NaN,12.485,967.87,338.86,0.05,0.021182
2.9862,400.7,276.85,84.261,276.96,84.292,7.8793,-3.3748e-4,7.8793,-0.002454,7.7715,2.2983,28.61,-80.6,9.7909,0.11968,-4.5161e-6,-2.4971,-0.01566,15175,1514.4,10.999,0.048197,203.38,166.94,2.3098,0.81766,51364854,1913.3,485.64,0.5492,0.54923,0.2639,0.078389,0.20691,0.015429,0.035752,5.0049e-5,0,0,0,0,-8.5493e-5,0.035464,15.776,195.47,88.031,-0.010708,NaN,12.395,966.25,338.81,0.05,0.021369
3.0362,414.65,281.05,82.846,281.16,82.858,8.2702,-3.6971e-4,8.2702,-0.0025613,7.8606,1.3815,28.61,-80.6,9.7909,0.20942,-1.9771e-6,-0.57068,-0.0070192,15119,1457.8,10.959,0.048129,203.28,166.64,2.3221,0.8302,52085988,1902.7,502.21,0.55179,0.55187,0.26332,0.078873,0.2096,0.027174,0.06326,-7.7968e-5,0,0,0,0,-4.3327e-6,0.036002,15.776,195.47,88.112,0.0052909,NaN,12.305,964.62,338.76,0.05,0.021545
3.0862,428.8,285.18,81.385,285.29,81.403,8.665,-3.96e-4,8.665,-0.0026185,7.9328,1.6977,28.61,-80.6,9.7909,0.16397,-1.764e-6,1.7326,-0.0064617,15062,1401.1,10.919,0.048061,203.55,166.34,2.359,0.84253,5.279e7,1892.1,518.73,0.55437,0.55442,0.26273,0.079357,0.21228,0.021258,0.050249,-2.3499e-4,0,0,0,0,3.8789e-5,0.036531,15.776,195.47,88.081,0.011513,NaN,12.213,962.96,338.7,0.05,0.021711
3.1362,443.16,289.23,79.877,289.34,79.937,9.0643,-4.1097e-4,9.0643,-0.0025977,8.051,3.1219,28.61,-80.6,9.7908,0.0044446,-1.1652e-6,2.8231,-0.17215,15005,1344.5,10.879,0.047993,204.16,166.03,2.4168,0.85463,53477404,1881.6,535.23,0.55694,0.55694,0.26215,0.07984,0.21495,5.7213e-4,0.0011731,-4.5821e-4,0,0,0,0,1.0012e-4,0.03705,15.776,195.47,87.959,0.0068042,NaN,12.119,961.27,338.64,0.05,0.022067
3.1862,457.73,293.21,78.352,293.33,78.473,9.4714,-4.1961e-4,9.4714,-0.0025384,8.2423,4.3469,28.61,-80.6,9.7908,0.12243,-1.1737e-6,-1.9643,-0.0094199,14949,1287.9,10.839,0.047925,203.96,165.72,2.4242,0.86654,54148961,1871,551.82,0.55951,0.55954,0.26157,0.080323,0.21762,0.015887,0.038872,4.9918e-4,0,0,0,0,-4.7167e-5,0.03756,15.776,195.47,87.833,-0.012302,NaN,12.025,959.57,338.59,0.05,0.022235
3.2362,472.48,297.11,76.848,297.23,76.994,9.8892,-4.3802e-4,9.8892,-0.0025378,8.4742,4.7394,28.61,-80.6,9.7907,0.16064,-4.7871e-6,0.0064813,-0.0088646,14892,1231.3,10.798,0.047857,204,165.41,2.4463,0.87823,54804284,1860.4,568.39,0.56207,0.56211,0.261,0.080805,0.22027,0.020924,0.050932,4.9306e-4,0,0,0,0,0,0.038061,15.776,195.47,87.782,-0.030238,NaN,11.929,957.84,338.53,0.05,0.022425
3.2862,487.44,300.94,75.383,301.07,75.489,10.319,-4.837e-4,10.319,-0.0026858,8.6978,3.9918,28.61,-80.6,9.7907,0.088808,-5.6216e-6,1.8509,-0.030199,14836,1174.7,10.757,0.047789,204.35,165.09,2.4885,0.88972,55443554,1849.9,584.89,0.56461,0.56463,0.26042,0.081285,0.22291,0.011541,0.028527,-3.4798e-4,0,0,0,0,3.975e-5,0.038552,15.776,195.47,87.832,-0.04286,NaN,11.832,956.08,338.47,0.05,0.022618
3.3362,502.58,304.7,73.933,304.83,73.983,10.758,-5.6188e-4,10.758,-0.0029925,8.8665,2.7308,28.61,-80.6,9.7906,0.025613,-6.3895e-6,-2.2881,-0.087469,14779,1118.1,10.716,0.047721,204.68,164.77,2.5294,0.90098,56067001,1839.3,601.26,0.56706,0.56706,0.25977,0.081764,0.22553,0.0033226,0.0086686,-3.0659e-4,0,0,0,0,-5.9261e-5,0.039034,15.776,195.47,87.942,-0.030674,NaN,11.733,954.32,338.41,0.05,0.02285
3.3862,517.9,308.38,72.168,308.51,72.189,11.204,-6.6067e-4,11.204,-0.0033785,8.9772,1.7624,28.61,-80.6,9.7906,0.10511,-4.7012e-6,-1.2071,-0.016564,14722,1061.4,10.674,0.047653,204.59,164.45,2.5442,0.91203,56678271,1823.5,616.7,0.56861,0.56863,0.25824,0.082241,0.22813,0.013718,0.035158,4.3435e-4,0,0,0,0,-1.6102e-5,0.039506,15.776,195.47,88.034,-0.0044993,NaN,11.634,952.61,338.35,0.05,0.023069
3.4362,533.41,311.98,69.983,312.11,70.002,11.655,-7.5334e-4,11.655,-0.0037033,9.0594,1.618,28.61,-80.6,9.7905,0.10698,-5.6343e-6,0.55479,-0.021075,14668,1007.1,10.634,0.047588,204.73,164.15,2.5724,0.92282,57270553,1802.2,631.95,0.57016,0.57018,0.25674,0.082713,0.23071,0.013986,0.036103,3.0255e-4,0,0,0,0,3.3233e-6,0.039966,15.776,195.47,88.051,0.024456,NaN,11.533,950.88,338.29,0.05,0.023279
3.4862,549.1,315.46,67.764,315.6,67.801,12.11,-8.1472e-4,12.11,-0.0038545,9.1551,2.2311,28.61,-80.6,9.7905,0.044959,-7.1545e-6,1.8267,-0.048611,14616,955.2,10.595,0.047525,205.05,163.85,2.6116,0.9333,57840720,1780.9,646.91,0.57171,0.57171,0.25529,0.083178,0.23324,0.0058673,0.015052,-1.0525e-4,0,0,0,0,3.5238e-5,0.040413,15.776,195.47,87.987,0.033789,NaN,11.431,949.12,338.23,0.05,0.02352
3.5362,564.96,318.84,65.539,318.97,65.608,12.571,-8.3966e-4,12.571,-0.0038269,9.2889,3.0156,28.61,-80.6,9.7904,0.026953,-7.2807e-6,-1.9318,-0.056769,14564,903.31,10.556,0.047463,205.24,163.55,2.6427,0.94347,58389048,1759.6,661.62,0.57324,0.57324,0.25389,0.083635,0.23572,0.0035197,0.009412,-1.1385e-4,0,0,0,0,-3.8578e-5,0.040845,15.776,195.47,87.889,0.013058,NaN,11.328,947.35,338.16,0.05,0.023729
3.5862,580.98,322.1,63.32,322.24,63.431,13.04,-8.4798e-4,13.04,-0.0037259,9.4601,3.7476,28.61,-80.6,9.7904,0.093788,-8.2721e-6,-0.86086,-0.024862,14512,851.42,10.517,0.047401,205.18,163.25,2.6581,0.95331,58913987,1738.3,676,0.57475,0.57477,0.25253,0.084083,0.23814,0.012312,0.032876,-1.5981e-4,0,0,0,0,-7.5062e-6,0.041263,15.776,195.47,87.814,-0.023107,NaN,11.224,945.56,338.1,0.05,0.023919
3.6362,597.16,325.25,61.139,325.4,61.254,13.518,-8.7864e-4,13.518,-0.0037241,9.6529,3.751,28.61,-80.6,9.7903,0.09996,-1.1395e-5,0.98814,-0.034471,14460,799.52,10.478,0.047338,205.3,162.94,2.6846,0.96282,59415867,1717,690.01,0.57624,0.57626,0.25121,0.084521,0.24051,0.013147,0.035266,-2.8002e-4,0,0,0,0,9.6992e-6,0.041668,15.776,195.47,87.817,-0.054866,NaN,11.118,943.75,338.04,0.05,0.02425
3.6862,613.5,328.3,59.012,328.44,59.069,14.005,-9.6277e-4,14.005,-0.0039388,9.817,2.5998,28.61,-80.6,9.7903,0.011012,-1.3232e-5,2.1029,-0.29017,14408,747.63,10.438,0.047276,205.68,162.64,2.7286,0.97202,59896357,1695.7,703.67,0.57771,0.57771,0.24994,0.08495,0.24283,0.0014436,0.0037864,1.524e-4,0,0,0,0,4.3115e-5,0.042058,15.776,195.47,87.902,-0.053945,NaN,11.012,941.93,337.97,0.05,0.024496
3.7362,629.99,331.24,56.891,331.38,56.907,14.498,-0.0010941,14.498,-0.004324,9.9147,1.354,28.61,-80.6,9.7902,0.082464,-1.4823e-5,-1.3474,-0.03851,14357,695.73,10.398,0.047214,205.6,162.33,2.7429,0.98091,60355129,1674.4,717,0.57916,0.57917,0.24871,0.085369,0.24508,0.010869,0.029579,-2.5921e-4,0,0,0,0,-1.7387e-5,0.042435,15.776,195.47,87.995,-0.016992,NaN,10.905,940.08,337.91,0.05,0.024722
3.7862,646.62,334.07,54.838,334.22,54.849,14.995,-0.0012278,14.995,-0.0046913,9.9721,1.0808,28.61,-80.6,9.7902,0.09612,-1.5722e-5,0.57185,-0.03527,14305,643.84,10.358,0.047152,205.68,162.02,2.7678,0.98948,60792099,1654.4,729.93,0.58058,0.5806,0.24752,0.085778,0.24728,0.012696,0.034859,-6.5468e-6,0,0,0,0,3.0792e-6,0.042797,15.776,195.47,88.015,0.032097,NaN,10.797,938.23,337.84,0.05,0.025009
3.8362,663.4,336.8,53.334,336.95,53.37,15.496,-0.0013168,15.496,-0.004869,10.046,1.9558,28.61,-80.6,9.7901,0.022368,-1.4047e-5,1.8755,-0.12066,14254,592.94,10.318,0.04709,206.02,161.71,2.8083,0.99776,61208130,1642.7,742.45,0.58197,0.58197,0.24638,0.086177,0.24942,0.0029471,0.0083781,-3.5935e-4,0,0,0,0,3.2586e-5,0.043147,15.776,195.47,87.948,0.038124,NaN,10.688,936.35,337.78,0.05,0.025285
3.8862,680.3,339.44,51.44,339.59,51.524,16.001,-0.0013615,16.001,-0.0048753,10.171,2.9438,28.61,-80.6,9.7901,0.057954,-1.29e-5,-1.4132,-0.033901,14205,544.11,10.279,0.047032,206.03,161.42,2.8278,1.0058,61607140,1632.4,761.6,0.58867,0.58867,0.24526,0.094843,0.24856,0.0076612,0.021273,4.1844e-4,0,0,0,0,-1.8214e-5,0.043486,15.776,195.47,87.859,0.010556,NaN,10.578,934.46,337.71,0.05,0.025666
3.9362,697.34,341.98,49.446,342.14,49.544,16.513,-0.0013907,16.513,-0.0048252,10.328,3.1107,28.61,-80.6,9.79,0.073792,-1.6497e-5,0.13754,-0.030755,14157,496.35,10.242,0.046974,206.09,161.13,2.8505,1.0135,61986366,1622.1,782.34,0.5967,0.59671,0.24419,0.10585,0.24666,0.0097765,0.027404,-3.9433e-4,0,0,0,0,1.6998e-7,0.043812,15.776,195.47,87.826,-0.026872,NaN,10.467,932.56,337.64,0.05,0.025936
3.9862,714.5,344.43,47.541,344.59,47.612,17.034,-0.001447,17.034,-0.0048674,10.473,2.6146,28.61,-80.6,9.79,0.042104,-1.614e-5,1.4435,-0.021185,14109,448.58,10.204,0.046917,206.29,160.83,2.8817,1.021,62344780,1611.8,802.02,0.60407,0.60407,0.24316,0.11605,0.24486,0.005576,0.015894,-1.3377e-4,0,0,0,0,1.8458e-5,0.044126,15.776,195.47,87.869,-0.034508,NaN,10.356,930.64,337.57,0.05,0.026188
4.0362,731.78,346.79,45.908,346.95,45.928,17.56,-0.0015317,17.56,-0.0049978,10.575,1.3555,28.61,-80.6,9.7899,0.046913,-1.465e-5,-1.4494,-0.020141,14062,400.82,10.165,0.04686,206.38,160.54,2.9062,1.0282,62686155,1601.5,818.05,0.60881,0.60882,0.24217,0.1235,0.24315,0.0062224,0.018252,2.0091e-4,0,0,0,0,-1.8356e-5,0.044428,15.776,195.47,87.949,-0.015831,NaN,10.243,928.71,337.51,0.05,0.026433
4.0862,749.18,349.06,44.266,349.23,44.272,18.09,-0.0016238,18.09,-0.0051431,10.623,0.75633,28.61,-80.6,9.7899,0.085591,-1.5054e-5,0.29333,-0.031019,14014,353.05,10.127,0.046802,206.37,160.24,2.9242,1.0352,63010836,1591.2,833.7,0.61342,0.61344,0.2412,0.13071,0.24151,0.01139,0.033294,5.6999e-5,0,0,0,0,7.4206e-7,0.044719,15.776,195.47,87.98,0.01546,NaN,10.13,926.77,337.44,0.05,0.026663
4.1362,766.68,351.26,42.659,351.42,42.689,18.622,-0.0016875,18.622,-0.0051919,10.678,1.6103,28.61,-80.6,9.7898,0.018922,-1.4576e-5,1.694,-0.1486,13966,305.29,10.088,0.046745,206.66,159.94,2.9616,1.0419,63318147,1580.9,848,0.61725,0.61725,0.24027,0.13702,0.23995,0.0025121,0.0073856,-1.0249e-4,0,0,0,0,2.444e-5,0.045,15.776,195.47,87.924,0.039893,NaN,10.017,924.81,337.37,0.05,0.026894
4.1862,784.3,353.38,41.217,353.54,41.303,19.159,-0.0017007,19.159,-0.0050861,10.789,2.6689,28.61,-80.6,9.7898,0.059924,-1.4347e-5,-1.0854,-0.046618,13918,257.52,10.049,0.046688,206.63,159.64,2.979,1.0484,6.361e7,1570.6,859.71,0.61936,0.61936,0.23937,0.14152,0.23847,0.0079822,0.023347,-2.206e-4,0,0,0,0,-9.9141e-6,0.045272,15.776,195.47,87.847,0.021305,NaN,9.902,922.84,337.3,0.05,0.027131
4.2362,802.02,355.42,39.762,355.59,39.86,19.702,-0.0016865,19.702,-0.0049045,10.931,2.7871,28.61,-80.6,9.7897,0.071233,-1.5664e-5,0.71312,-0.029381,13871,209.76,10.01,0.04663,206.69,159.33,3.0019,1.0547,63888184,1559.4,871.08,0.62142,0.62143,0.2385,0.14587,0.23705,0.0095048,0.028689,-2.5478e-4,0,0,0,0,4.2304e-6,0.045534,15.776,195.47,87.837,-0.014809,NaN,9.7869,920.86,337.23,0.05,0.02736
4.2862,819.84,357.4,33.377,357.57,33.413,20.252,-0.0016899,20.252,-0.004781,11.048,1.5583,28.61,-80.6,9.7897,0.0020855,-1.7784e-5,1.5976,-0.72601,13823,162.32,9.9704,0.046573,206.98,159.03,3.0394,1.0607,64151577,1478.9,881.77,0.62321,0.62321,0.23766,0.14986,0.23569,2.7754e-4,4.401e-4,7.7394e-5,0,0,0,0,2.0998e-5,0.045788,15.776,195.47,87.906,-0.025619,NaN,9.671,918.87,337.16,0.05,0.027585
4.3362,837.75,359.06,24.029,359.23,24.031,20.805,-0.0017211,20.805,-0.0047397,11.098,0.26659,28.61,-80.6,9.7896,0.063776,-1.6069e-5,-0.80769,-0.023975,13778,117.54,9.9331,0.04652,206.87,158.74,3.0508,1.0659,64356999,1354.5,888.67,0.62338,0.62338,0.23695,0.15188,0.23455,0.0085231,0.026304,-3.0868e-4,0,0,0,0,-5.3173e-6,0.046001,15.776,195.47,87.976,-0.0061451,NaN,9.5546,916.87,337.09,0.05,0.027818
4.3862,855.74,360.26,-0.18699,360.43,0.4813,21.36,-0.0017561,21.36,-0.0047104,11.11,0.4435,28.61,-80.6,9.7895,0.052878,-1.4772e-5,0.92222,-0.019186,13736,75.309,9.8977,0.046469,206.96,158.47,3.0735,1.0697,64477648,1024.8,893.19,0.62351,0.62351,0.23643,0.15336,0.23372,0.0070671,0.022073,3.0577e-4,0,0,0,0,6.8863e-6,0.046154,15.776,195.47,87.971,0.017305,NaN,9.4377,914.86,337.02,0.05,0.028041
4.4362,873.75,360.25,-37.293,360.43,37.299,21.916,-0.0017681,21.916,-0.0046226,11.115,0.66313,28.61,-80.6,9.7895,0.027892,-1.4979e-5,-1.3396,-0.04095,13703,42.015,9.8696,0.046429,207.03,158.25,3.0921,1.0699,64381816,514.64,891.55,0.62351,0.62351,0.2364,0.15344,0.23367,0.003723,0.011476,4.0711e-5,0,0,0,0,-1.453e-5,0.046154,15.776,195.47,87.906,0.023457,NaN,9.3206,912.85,336.95,0.05,0.028287
4.4862,891.72,358.41,-58.631,358.58,58.639,22.471,-0.0017521,22.471,-0.0044673,11.101,0.91623,28.61,-80.6,9.7894,0.068308,-1.158e-5,0.15476,-0.011925,13680,19.275,9.8504,0.046402,206.84,158.1,3.0894,1.0646,63957904,212.48,880.6,0.62333,0.62334,0.23713,0.15138,0.23483,0.009129,0.028522,-3.5511e-4,0,0,0,0,1.9594e-7,0.045917,15.776,195.47,87.873,0.016459,NaN,9.2038,910.84,336.88,0.05,0.028511
